algorithm,N,k,comparisons,time,entry_time
merge_sort,149156,73182422,1789502,1.3558964729309082,1654836600.6380749
merge_sort,244071,116,3659247,2.699483871459961,1654836603.3821712
merge_sort,528815,32245,7457890,5.531285524368286,1654836608.9814165
merge_sort,555933,40,9175155,6.896974802017212,1654836616.0300596
merge_sort,366104,2182644,4851603,3.8120970726013184,1654836619.9967217
merge_sort,54241,855467253,600715,0.4836294651031494,1654836620.5805383
merge_sort,488137,3486365227,6515701,5.047377824783325,1654836625.6491766
merge_sort,257630,17957144,3262185,2.523101806640625,1654836628.3149052
merge_sort,54241,25514065,602967,0.4921753406524658,1654836628.8776712
merge_sort,447459,45815,6189849,4.7970733642578125,1654836633.6956894
merge_sort,325426,116,5027628,3.725905179977417,1654836637.553577
merge_sort,338985,166,5203141,3.808645725250244,1654836641.4531362
merge_sort,203393,103979841,2621969,1.980592966079712,1654836643.5307596
merge_sort,149156,335,2088292,1.5266509056091309,1654836645.1124554
merge_sort,189834,2758,2588881,1.979752540588379,1654836647.1360915
merge_sort,488137,25514065,6756747,5.1180901527404785,1654836652.3109672
merge_sort,176275,4406236,2162476,1.623608112335205,1654836654.068901
merge_sort,149156,147737765,1855332,1.3926947116851807,1654836655.5094779
merge_sort,583052,1726983290,8001230,5.905456781387329,1654836661.4598844
merge_sort,786440,602089449,11161382,8.31688904762268,1654836669.9520926
merge_sort,325426,10000000000,4138256,3.272402048110962,1654836673.4486456
merge_sort,637289,476,10157620,7.45940375328064,1654836680.9984622
merge_sort,745763,10000000000,10308509,7.792541027069092,1654836688.9840014
merge_sort,366104,2758,5342290,3.979738712310791,1654836693.2116818
merge_sort,176275,10000000000,2262040,1.7019567489624023,1654836695.0170872
merge_sort,149156,3101168,1855830,1.4137380123138428,1654836696.4817662
merge_sort,677966,335,10949119,8.041383504867554,1654836704.575753
merge_sort,189834,20,2851678,2.1134281158447266,1654836706.876441
merge_sort,122038,602089449,1505333,1.1532094478607178,1654836708.0829003
merge_sort,244071,186718,3174165,2.3952465057373047,1654836710.5141683
merge_sort,135597,676,1831937,1.3759348392486572,1654836711.9579077
merge_sort,786440,8895134,10860351,8.242264747619629,1654836720.2600384
